ResponseID,Gender,Age,AgeGroup,ITExperience,University,YearOfStudy,PythonUse,JavaUse,CppUse,JavaScriptUse,ChatGPTUsage,PEOU1,PEOU2,PEOU3,PEOU4,PR1,PR2,PR3,PR4,AIL1,AIL2,AIL3,AIL4,TR1,TR2,TR3,TR4,ANX1,ANX2,ANX3,ANX4,PU1,PU2,PU3,PU4,PLV1,PLV2,PLV3,PLV4,HM1,HM2,HM3,HM4,BI1,BI2,BI3,PEOU_Mean,PR_Mean,AIL_Mean,TR_Mean,ANX_Mean,PU_Mean,PLV_Mean,HM_Mean,BI_Mean
209,1,18,1,0,5,2,0,1,1,1,3,4,4,6,5,3,4,3,2,4,4,4,5,4,4,4,4,3,4,2,3,4,6,4,5,3,5,3,5,6,5,6,5,4,2,3,4.75,3.0,4.25,4.0,3.0,4.75,4.0,5.5,3.0
210,1,23,2,0,5,1,1,1,1,0,2,5,5,4,5,4,4,5,3,6,7,6,6,3,3,3,3,4,3,3,5,7,5,7,5,3,3,3,3,6,6,4,6,5,3,4,4.75,4.0,6.25,3.0,3.75,6.0,3.0,5.5,4.0
211,0,19,1,1,1,1,1,1,1,0,3,5,6,3,5,5,4,4,5,2,3,2,3,5,5,4,4,3,3,3,3,6,5,6,5,4,5,6,4,3,3,3,3,4,3,4,4.75,4.5,2.5,4.5,3.0,5.5,4.75,3.0,3.667
212,0,22,2,0,3,4,0,1,0,0,1,1,3,3,2,5,5,4,5,5,3,6,6,2,3,2,2,4,3,3,2,5,6,5,6,6,6,6,7,2,2,4,4,4,4,6,2.25,4.75,5.0,2.25,3.0,5.5,6.25,3.0,4.667
213,0,18,1,0,2,1,0,1,1,0,2,5,6,5,5,4,5,2,4,3,3,4,4,5,5,4,6,3,2,3,4,7,5,5,6,7,4,5,6,4,3,5,4,1,2,3,5.25,3.75,3.5,5.0,3.0,5.75,5.5,4.0,2.0
214,1,22,2,1,5,1,0,1,0,0,1,5,5,4,3,5,4,4,3,4,2,3,6,3,4,4,4,1,1,1,1,5,4,4,5,5,5,6,3,4,5,5,6,5,6,5,4.25,4.0,3.75,3.75,1.0,4.5,4.75,5.0,5.333
215,0,23,2,1,3,2,0,0,0,0,3,7,6,7,5,3,5,4,4,4,4,5,3,4,4,3,5,3,4,4,4,7,6,7,7,7,5,6,7,3,6,4,5,4,6,4,6.25,4.0,4.0,4.0,3.75,6.75,6.25,4.5,4.667
216,1,20,1,0,2,3,0,0,0,1,1,6,5,6,5,4,3,3,2,3,3,4,5,7,6,6,5,4,3,4,3,5,5,7,7,3,5,2,4,4,4,3,5,5,6,6,5.5,3.0,3.75,6.0,3.5,6.0,3.5,4.0,5.667
217,1,19,1,0,4,2,0,0,1,1,2,4,4,4,3,3,4,2,3,5,5,5,6,4,4,4,5,4,5,3,4,7,6,5,6,4,5,5,6,4,4,5,4,4,5,6,3.75,3.0,5.25,4.25,4.0,6.0,5.0,4.25,5.0
218,0,19,1,1,4,1,1,0,0,0,2,5,5,6,4,4,5,5,5,6,5,7,7,4,4,2,4,4,2,2,2,6,5,7,7,6,5,7,5,4,5,6,4,6,5,5,5.0,4.75,6.25,3.5,2.5,6.25,5.75,4.75,5.333
219,0,19,1,1,2,2,1,1,0,1,1,4,4,5,4,2,3,2,2,3,4,5,5,6,5,6,6,2,1,2,1,5,6,7,5,4,4,3,4,6,5,6,7,4,5,4,4.25,2.25,4.25,5.75,1.5,5.75,3.75,6.0,4.333
220,0,28,3,1,1,1,0,0,0,0,2,5,6,5,5,2,3,3,3,5,3,3,6,4,3,2,3,4,4,3,4,6,6,6,5,6,4,4,5,5,5,6,6,5,5,5,5.25,2.75,4.25,3.0,3.75,5.75,4.75,5.5,5.0
221,0,20,1,1,2,1,0,0,1,0,3,7,5,5,5,5,2,4,1,3,2,4,3,4,4,6,5,4,4,2,2,6,5,6,7,4,4,1,3,2,4,3,4,5,4,5,5.5,3.0,3.0,4.75,3.0,6.0,3.0,3.25,4.667
222,0,21,2,0,2,2,1,0,0,0,2,6,6,7,6,6,5,3,4,4,4,5,6,5,4,4,5,3,3,3,2,6,4,6,5,1,3,2,3,4,5,5,4,4,3,6,6.25,4.5,4.75,4.5,2.75,5.25,2.25,4.5,4.333
223,1,19,1,0,1,3,1,0,0,1,2,4,3,2,5,1,1,1,1,6,5,7,7,5,5,5,4,7,5,5,6,7,5,6,5,7,7,6,7,7,7,6,7,7,6,7,3.5,1.0,6.25,4.75,5.75,5.75,6.75,6.75,6.667
224,1,23,2,0,1,1,0,0,0,0,2,4,6,5,6,5,4,4,4,4,3,5,4,5,4,5,5,2,3,2,1,7,6,5,4,6,5,5,5,3,4,4,3,2,3,3,5.25,4.25,4.0,4.75,2.0,5.5,5.25,3.5,2.667
225,1,21,2,0,3,2,1,0,1,0,3,6,6,2,4,3,4,5,4,4,3,3,5,5,5,4,5,6,6,5,5,4,5,5,6,6,6,7,6,2,2,3,3,5,3,4,4.5,4.0,3.75,4.75,5.5,5.0,6.25,2.5,4.0
226,1,22,2,1,3,2,1,1,0,0,2,5,5,5,6,2,2,1,1,2,4,5,4,4,4,5,5,3,4,4,3,7,6,7,6,3,6,5,4,4,3,4,3,4,4,4,5.25,1.5,3.75,4.5,3.5,6.5,4.5,3.5,4.0
227,0,21,2,0,1,4,1,0,1,1,3,5,6,5,6,5,6,5,3,4,4,3,3,4,3,4,5,2,1,1,1,6,5,6,5,3,4,5,3,4,5,5,5,7,6,5,5.5,4.75,3.5,4.0,1.25,5.5,3.75,4.75,6.0
228,1,23,2,0,4,4,1,0,1,0,2,6,6,5,6,4,4,4,3,1,1,1,1,4,5,4,5,4,3,3,3,5,7,5,4,4,4,6,5,5,7,5,6,4,3,5,5.75,3.75,1.0,4.5,3.25,5.25,4.75,5.75,4.0
229,0,19,1,0,4,3,1,0,0,0,2,6,6,4,5,5,4,4,4,5,5,5,5,5,5,4,4,5,4,3,4,6,6,6,6,5,6,5,3,5,4,5,6,5,5,6,5.25,4.25,5.0,4.5,4.0,6.0,4.75,5.0,5.333
230,0,27,3,0,2,1,1,0,1,0,2,6,5,4,6,1,1,1,1,3,3,4,4,6,5,5,6,3,2,2,1,7,7,7,7,6,5,5,4,3,2,4,2,5,6,5,5.25,1.0,3.5,5.5,2.0,7.0,5.0,2.75,5.333
231,0,22,2,1,5,1,1,1,1,0,3,7,5,7,5,7,4,5,6,3,1,3,1,4,3,3,4,1,2,1,1,5,4,4,3,6,5,5,5,2,2,5,3,1,3,2,6.0,5.5,2.0,3.5,1.25,4.0,5.25,3.0,2.0
232,1,28,3,0,2,2,0,1,1,1,2,5,5,6,5,3,2,3,3,7,7,5,6,5,4,6,5,4,3,4,2,4,3,5,4,4,4,3,3,4,3,4,3,3,3,3,5.25,2.75,6.25,5.0,3.25,4.0,3.5,3.5,3.0
233,0,18,1,1,2,2,1,0,0,1,3,4,5,4,5,4,5,3,5,2,3,3,4,5,3,4,4,3,3,2,2,4,5,3,4,5,5,5,5,4,6,6,6,6,5,5,4.5,4.25,3.0,4.0,2.5,4.0,5.0,5.5,5.333
234,1,23,2,0,5,2,0,0,0,0,3,4,4,5,3,4,5,5,4,4,4,3,3,3,5,4,5,4,3,5,4,6,4,4,5,5,4,5,4,3,4,4,3,6,5,7,4.0,4.5,3.5,4.25,4.0,4.75,4.5,3.5,6.0
235,1,25,3,1,1,3,0,0,0,0,1,4,4,4,4,4,3,2,1,6,6,6,6,5,4,5,6,5,3,4,4,6,6,6,4,3,7,7,7,3,2,5,4,4,5,5,4.0,2.5,6.0,5.0,4.0,5.5,6.0,3.5,4.667
236,0,18,1,1,4,4,1,1,0,0,1,7,5,5,4,3,4,4,5,3,3,4,3,3,3,4,4,2,2,1,1,5,5,3,5,4,4,5,6,4,3,3,4,5,6,5,5.25,4.0,3.25,3.5,1.5,4.5,4.75,3.5,5.333
237,1,18,1,0,2,4,0,1,1,0,2,5,7,6,5,2,3,5,3,3,2,3,3,5,6,4,4,3,2,3,3,6,6,5,4,5,7,6,7,5,4,5,6,5,3,6,5.75,3.25,2.75,4.75,2.75,5.25,6.25,5.0,4.667
238,1,22,2,1,5,2,1,0,0,1,2,6,5,4,5,1,1,1,1,4,4,6,6,6,5,6,5,4,3,4,4,6,6,4,6,3,3,3,3,5,4,5,3,3,3,2,5.0,1.0,5.0,5.5,3.75,5.5,3.0,4.25,2.667
239,0,22,2,0,3,3,0,0,0,0,1,5,5,5,4,5,5,5,5,5,6,7,5,4,4,4,3,3,3,1,1,5,4,3,4,5,4,5,5,5,5,7,6,4,5,5,4.75,5.0,5.75,3.75,2.0,4.0,4.75,5.75,4.667
240,1,22,2,1,2,2,1,0,1,0,1,5,5,5,3,3,2,3,3,2,1,2,2,5,5,5,4,4,2,3,3,6,5,5,6,5,5,4,6,7,6,6,6,2,4,5,4.5,2.75,1.75,4.75,3.0,5.5,5.0,6.25,3.667
241,0,19,1,0,4,1,0,0,0,0,3,4,4,4,4,3,3,1,2,6,3,5,6,4,5,5,4,2,3,2,1,6,6,6,6,4,7,5,5,3,4,5,5,3,5,5,4.0,2.25,5.0,4.5,2.0,6.0,5.25,4.25,4.333
242,0,22,2,0,1,3,1,0,0,0,1,5,6,4,4,3,5,4,2,5,3,7,5,7,5,6,5,4,3,3,2,6,5,7,6,3,4,5,3,3,2,4,4,5,6,6,4.75,3.5,5.0,5.75,3.0,6.0,3.75,3.25,5.667
243,0,20,1,0,2,1,1,1,1,0,2,4,3,3,4,3,4,2,3,3,2,3,2,5,5,6,7,4,3,3,5,4,5,6,7,7,5,7,7,4,3,2,4,5,5,5,3.5,3.0,2.5,5.75,3.75,5.5,6.5,3.25,5.0
244,1,18,1,1,2,2,1,0,1,0,2,7,6,5,6,5,4,3,4,5,4,4,7,5,5,5,6,3,2,3,2,7,4,6,5,6,5,5,5,3,4,4,2,6,4,4,6.0,4.0,5.0,5.25,2.5,5.5,5.25,3.25,4.667
245,1,18,1,1,5,2,0,0,1,0,3,5,3,4,4,4,4,4,4,5,5,6,6,3,2,4,3,5,4,3,2,4,6,6,4,4,3,4,3,3,5,5,3,3,3,4,4.0,4.0,5.5,3.0,3.5,5.0,3.5,4.0,3.333
246,0,21,2,1,3,3,0,0,1,0,2,6,6,5,5,1,2,2,3,3,3,4,5,7,7,7,7,5,4,5,5,4,5,4,5,4,6,4,3,3,5,5,5,6,6,6,5.5,2.0,3.75,7.0,4.75,4.5,4.25,4.5,6.0
247,1,22,2,1,3,3,1,0,0,0,3,3,4,3,5,4,3,3,2,6,4,7,7,3,3,3,4,3,2,1,2,4,5,5,3,5,4,4,4,5,6,4,6,6,6,6,3.75,3.0,6.0,3.25,2.0,4.25,4.25,5.25,6.0
248,0,21,2,0,1,2,0,0,0,0,3,5,5,7,6,3,4,3,2,5,5,5,6,6,5,5,6,1,1,1,1,4,4,4,4,7,6,7,6,5,4,5,5,4,3,4,5.75,3.0,5.25,5.5,1.0,4.0,6.5,4.75,3.667
249,0,20,1,0,4,3,1,1,0,1,3,6,6,7,5,6,6,6,7,6,4,4,5,6,5,4,5,3,4,4,4,5,5,5,3,6,6,6,5,3,4,4,4,2,3,3,6.0,6.25,4.75,5.0,3.75,4.5,5.75,3.75,2.667
250,0,25,3,0,1,2,0,0,0,0,1,6,4,5,6,4,3,3,3,3,2,3,4,5,4,4,3,4,2,2,3,6,6,6,7,3,5,6,6,5,6,3,5,7,7,7,5.25,3.25,3.0,4.0,2.75,6.25,5.0,4.75,7.0
251,1,20,1,0,2,2,1,1,1,0,1,3,3,4,4,6,5,4,5,3,2,3,4,5,5,4,4,2,3,1,2,6,7,5,5,5,4,5,3,4,3,3,3,3,4,4,3.5,5.0,3.0,4.5,2.0,5.75,4.25,3.25,3.667
252,1,22,2,0,2,3,0,0,0,0,3,5,4,7,6,4,4,4,4,5,4,5,5,5,6,4,7,5,4,4,4,6,5,6,5,5,5,7,6,7,7,5,7,5,6,7,5.5,4.0,4.75,5.5,4.25,5.5,5.75,6.5,6.0
253,0,21,2,0,3,3,1,1,0,0,1,4,4,4,4,4,2,3,3,5,4,4,4,6,5,4,5,3,3,3,3,3,3,4,3,6,7,7,7,4,2,3,4,7,6,7,4.0,3.0,4.25,5.0,3.0,3.25,6.75,3.25,6.667
254,1,19,1,1,4,4,1,1,0,0,1,4,5,4,6,2,6,4,3,4,5,4,4,4,4,4,4,1,1,1,1,7,7,7,6,1,1,2,1,3,4,3,3,6,6,5,4.75,3.75,4.25,4.0,1.0,6.75,1.25,3.25,5.667
255,1,21,2,0,5,1,1,0,0,1,2,6,6,5,5,4,4,3,1,1,1,1,1,4,5,4,6,2,2,2,3,5,4,4,5,7,6,6,7,4,6,5,5,4,3,5,5.5,3.0,1.0,4.75,2.25,4.5,6.5,5.0,4.0
256,0,18,1,0,4,3,1,1,0,0,3,5,6,6,6,4,4,5,3,5,5,7,7,2,1,1,2,7,6,7,6,4,4,4,5,5,4,4,5,5,5,6,3,3,4,4,5.75,4.0,6.0,1.5,6.5,4.25,4.5,4.75,3.667
257,0,22,2,0,2,3,1,0,0,0,2,5,5,6,6,7,6,5,5,5,5,6,5,6,6,7,7,3,3,3,4,5,4,4,4,3,4,2,4,3,3,4,3,2,3,3,5.5,5.75,5.25,6.5,3.25,4.25,3.25,3.25,2.667
258,0,22,2,1,5,4,1,0,0,0,1,4,5,3,2,4,3,5,2,5,2,4,6,4,3,3,3,4,3,5,4,7,7,7,7,7,6,6,6,4,6,5,5,6,5,7,3.5,3.5,4.25,3.25,4.0,7.0,6.25,5.0,6.0
259,0,18,1,0,4,1,0,1,1,0,2,4,6,6,6,5,5,6,5,5,5,5,6,4,7,7,4,6,5,4,4,6,5,5,6,7,7,6,7,3,4,2,4,7,7,7,5.5,5.25,5.25,5.5,4.75,5.5,6.75,3.25,7.0
260,1,28,3,0,4,3,1,0,1,0,2,7,5,5,5,3,1,2,3,5,6,7,7,6,4,4,4,4,4,4,3,4,4,5,6,6,5,5,3,4,4,4,4,5,3,5,5.5,2.25,6.25,4.5,3.75,4.75,4.75,4.0,4.333
261,0,19,1,0,5,3,1,0,1,1,2,4,4,2,3,4,3,3,3,1,1,2,1,5,5,4,4,5,3,5,5,5,5,4,4,6,6,7,5,4,4,6,5,3,6,6,3.25,3.25,1.25,4.5,4.5,4.5,6.0,4.75,5.0
262,0,21,2,0,2,2,1,0,0,1,2,5,7,4,7,3,2,3,3,4,4,5,6,6,6,4,4,4,5,3,4,7,5,6,5,6,7,7,7,6,4,5,5,6,7,5,5.75,2.75,4.75,5.0,4.0,5.75,6.75,5.0,6.0
263,1,25,3,1,4,2,1,1,0,0,2,5,4,5,6,3,4,4,5,3,3,2,2,7,6,7,6,5,2,4,3,6,4,3,6,4,3,4,5,4,5,6,4,4,4,5,5.0,4.0,2.5,6.5,3.5,4.75,4.0,4.75,4.333
264,1,21,2,0,5,2,1,1,0,0,3,7,7,7,6,3,4,3,4,6,4,4,6,5,7,4,6,4,3,5,3,6,6,4,4,3,2,2,2,5,5,5,4,6,4,6,6.75,3.5,5.0,5.5,3.75,5.0,2.25,4.75,5.333
265,0,20,1,1,2,3,1,1,0,0,3,5,6,3,4,5,4,3,5,5,5,4,4,6,6,4,5,4,2,3,3,7,7,5,4,6,7,6,5,5,5,3,4,5,5,5,4.5,4.25,4.5,5.25,3.0,5.75,6.0,4.25,5.0
266,0,28,3,0,5,4,1,1,0,1,1,1,2,2,1,3,3,2,2,5,5,5,5,6,5,5,5,3,3,2,3,7,5,5,5,6,4,4,4,6,4,5,4,3,5,5,1.5,2.5,5.0,5.25,2.75,5.5,4.5,4.75,4.333
267,0,21,2,1,5,3,1,1,0,0,1,6,5,5,5,4,3,5,3,3,3,3,3,5,6,4,7,3,3,4,4,6,4,5,4,3,3,3,4,3,3,5,5,5,5,5,5.25,3.75,3.0,5.5,3.5,4.75,3.25,4.0,5.0
268,0,19,1,0,4,3,1,0,1,0,3,5,5,5,6,3,5,5,4,2,3,2,2,3,5,4,4,1,1,2,1,5,5,2,4,4,6,5,5,7,7,7,6,7,5,7,5.25,4.25,2.25,4.0,1.25,4.0,5.0,6.75,6.333
269,1,20,1,0,2,2,1,0,1,0,1,2,4,3,3,1,1,1,1,5,3,4,6,7,7,7,6,4,2,1,2,4,5,6,5,5,7,6,5,5,4,7,6,6,6,7,3.0,1.0,4.5,6.75,2.25,5.0,5.75,5.5,6.333
270,1,23,2,1,4,1,1,0,0,1,2,5,5,3,4,6,7,5,7,5,5,4,6,6,7,6,5,4,2,4,2,5,6,5,5,4,3,5,5,2,4,4,4,6,7,6,4.25,6.25,5.0,6.0,3.0,5.25,4.25,3.5,6.333
271,0,21,2,0,1,1,1,0,0,1,2,7,7,7,7,3,2,4,3,4,5,5,6,5,5,6,5,2,2,1,3,7,7,5,6,4,5,3,3,4,2,5,5,3,4,4,7.0,3.0,5.0,5.25,2.0,6.25,3.75,4.0,3.667
272,0,23,2,1,1,2,0,1,0,0,2,7,5,5,5,1,1,1,1,2,2,4,1,3,6,4,4,3,3,2,2,4,5,5,4,4,4,4,5,4,5,5,4,6,7,7,5.5,1.0,2.25,4.25,2.5,4.5,4.25,4.5,6.667
273,0,24,3,0,2,2,1,1,1,0,1,5,4,5,6,4,3,4,5,5,5,6,5,4,4,5,6,3,4,4,3,5,5,6,4,5,5,4,5,7,6,6,6,6,7,6,5.0,4.0,5.25,4.75,3.5,5.0,4.75,6.25,6.333
274,0,21,2,0,5,1,0,1,1,0,1,5,4,5,5,1,4,3,3,3,3,5,4,4,5,6,4,4,3,3,3,6,7,7,7,1,4,1,2,6,4,5,6,2,3,4,4.75,2.75,3.75,4.75,3.25,6.75,2.0,5.25,3.0
275,1,18,1,0,4,2,1,1,0,1,3,3,2,3,4,3,4,5,2,5,2,5,5,3,2,3,2,5,4,3,5,6,5,7,5,4,4,5,4,3,4,4,5,6,7,6,3.0,3.5,4.25,2.5,4.25,5.75,4.25,4.0,6.333
276,1,20,1,1,4,2,0,0,1,0,1,6,5,5,5,4,5,4,5,4,4,4,5,6,7,7,7,4,4,3,3,5,5,5,5,3,3,4,3,3,3,4,3,4,4,3,5.25,4.5,4.25,6.75,3.5,5.0,3.25,3.25,3.667
277,0,20,1,0,2,2,0,0,1,0,3,4,3,3,4,5,4,5,4,4,4,6,5,4,4,4,5,4,4,4,4,7,7,7,7,6,5,6,6,3,4,3,4,3,4,2,3.5,4.5,4.75,4.25,4.0,7.0,5.75,3.5,3.0
278,0,23,2,0,2,2,1,1,0,0,2,4,4,5,6,3,2,4,4,6,5,6,6,4,4,5,4,4,4,3,6,4,7,5,5,2,3,3,3,5,5,6,5,5,5,6,4.75,3.25,5.75,4.25,4.25,5.25,2.75,5.25,5.333
279,0,18,1,1,1,1,0,1,1,0,2,4,6,4,6,4,4,4,3,2,3,3,3,4,5,3,4,5,5,4,4,4,1,5,2,6,6,5,6,7,5,7,7,6,7,5,5.0,3.75,2.75,4.0,4.5,3.0,5.75,6.5,6.0
280,0,22,2,0,3,4,1,0,0,0,2,5,5,5,5,5,4,2,3,5,3,4,3,3,4,2,4,3,3,3,3,7,4,6,7,4,5,5,5,6,5,4,5,6,6,6,5.0,3.5,3.75,3.25,3.0,6.0,4.75,5.0,6.0
281,0,22,2,1,2,4,1,0,1,1,3,4,3,7,4,7,7,4,6,4,3,2,4,4,5,1,3,3,4,2,3,4,3,6,4,5,5,5,2,3,3,4,3,5,5,5,4.5,6.0,3.25,3.25,3.0,4.25,4.25,3.25,5.0
282,1,24,3,0,3,3,0,1,1,0,1,4,4,4,2,3,2,1,1,7,6,7,7,6,4,5,5,4,3,5,4,6,7,5,5,5,5,5,6,4,3,4,4,5,4,5,3.5,1.75,6.75,5.0,4.0,5.75,5.25,3.75,4.667
283,1,18,1,1,2,1,0,0,0,0,3,6,5,5,6,4,3,4,4,3,3,4,4,6,7,5,5,5,4,5,6,4,4,3,3,4,4,5,5,2,3,3,5,7,7,7,5.5,3.75,3.5,5.75,5.0,3.5,4.5,3.25,7.0
284,1,23,2,0,5,3,1,0,0,0,3,4,3,1,2,4,4,3,3,7,6,7,7,4,5,5,6,6,6,4,5,5,4,5,4,5,6,5,5,5,4,5,3,3,3,4,2.5,3.5,6.75,5.0,5.25,4.5,5.25,4.25,3.333
285,0,20,1,0,5,3,1,1,0,0,2,4,2,4,1,5,5,4,5,7,6,7,7,6,7,5,6,4,4,3,3,5,5,6,4,2,4,4,3,4,3,4,5,5,6,7,2.75,4.75,6.75,6.0,3.5,5.0,3.25,4.0,6.0
286,1,21,2,1,1,3,1,1,0,0,2,6,7,5,4,3,4,3,3,5,4,5,4,5,5,5,5,5,4,4,5,6,6,4,4,4,4,4,4,6,5,7,4,6,6,6,5.5,3.25,4.5,5.0,4.5,5.0,4.0,5.5,6.0
287,1,19,1,1,1,1,1,0,1,1,1,5,4,5,5,2,1,2,1,3,3,4,3,5,5,4,5,6,6,5,4,6,4,5,4,6,6,4,5,5,5,5,5,4,5,4,4.75,1.5,3.25,4.75,5.25,4.75,5.25,5.0,4.333
288,0,20,1,1,3,3,0,0,0,0,2,6,7,5,5,3,4,4,4,3,4,4,4,5,6,7,7,4,1,2,3,6,6,6,6,2,2,4,3,7,5,4,5,6,5,5,5.75,3.75,3.75,6.25,2.5,6.0,2.75,5.25,5.333
289,1,22,2,0,2,4,1,0,1,1,3,3,3,5,5,5,5,4,4,6,5,3,4,6,5,7,6,3,2,3,3,5,5,5,4,2,5,3,4,6,4,5,5,4,3,5,4.0,4.5,4.5,6.0,2.75,4.75,3.5,5.0,4.0
290,0,20,1,1,4,3,1,1,0,1,1,5,5,5,5,5,6,4,5,2,2,3,3,6,5,6,6,3,5,3,3,7,6,5,6,5,6,5,6,1,4,3,2,4,5,5,5.0,5.0,2.5,5.75,3.5,6.0,5.5,2.5,4.667
291,1,18,1,0,1,3,1,0,0,0,2,6,4,5,4,3,3,2,2,5,4,5,3,4,4,5,5,4,4,5,4,4,4,4,4,5,5,6,5,3,4,3,4,5,6,7,4.75,2.5,4.25,4.5,4.25,4.0,5.25,3.5,6.0
292,1,21,2,1,4,2,1,0,0,0,3,4,3,3,4,6,5,6,6,5,5,6,6,2,3,3,3,4,4,4,5,4,5,5,4,4,6,5,7,4,6,3,4,3,2,4,3.5,5.75,5.5,2.75,4.25,4.5,5.5,4.25,3.0
293,0,21,2,1,4,2,1,0,0,0,2,3,4,4,4,7,7,6,6,3,4,4,4,3,4,3,2,4,4,2,3,6,6,5,5,5,5,3,6,4,5,5,5,5,7,5,3.75,6.5,3.75,3.0,3.25,5.5,4.75,4.75,5.667
294,1,23,2,0,2,1,0,1,1,0,2,5,6,6,6,2,2,3,4,4,4,3,4,5,4,5,7,2,2,1,1,5,5,5,5,3,4,5,5,5,6,4,5,3,5,4,5.75,2.75,3.75,5.25,1.5,5.0,4.25,5.0,4.0
295,1,21,2,1,3,3,0,0,1,0,2,7,5,6,6,3,1,4,1,3,2,2,3,4,6,3,4,5,2,3,5,4,3,5,2,6,4,6,6,3,4,5,5,4,2,2,6.0,2.25,2.5,4.25,3.75,3.5,5.5,4.25,2.667
296,1,22,2,0,2,1,0,0,0,0,2,5,5,5,5,4,4,2,4,3,3,5,5,5,5,4,5,2,2,3,3,6,4,5,6,4,6,4,5,5,6,4,6,4,2,5,5.0,3.5,4.0,4.75,2.5,5.25,4.75,5.25,3.667
297,0,19,1,0,1,2,1,0,0,0,1,6,4,6,6,4,4,4,3,5,4,5,7,6,7,5,6,2,3,1,1,6,6,6,5,3,2,3,3,5,5,5,4,7,7,7,5.5,3.75,5.25,6.0,1.75,5.75,2.75,4.75,7.0
298,1,19,1,0,4,2,0,0,0,0,1,4,3,3,3,4,5,6,5,3,3,3,5,5,6,5,6,1,1,2,1,5,5,4,5,3,3,3,3,3,4,3,4,2,3,1,3.25,5.0,3.5,5.5,1.25,4.75,3.0,3.5,2.0
299,0,20,1,0,2,2,0,0,1,0,2,6,6,5,6,3,3,3,3,4,4,5,3,7,7,6,7,4,3,3,4,6,5,5,2,7,7,6,7,6,6,6,5,6,5,7,5.75,3.0,4.0,6.75,3.5,4.5,6.75,5.75,6.0
300,1,26,3,0,2,1,0,0,0,0,3,5,3,5,5,6,6,6,5,3,5,4,4,5,5,5,5,6,5,5,5,5,4,5,6,4,5,5,5,6,5,6,6,3,4,4,4.5,5.75,4.0,5.0,5.25,5.0,4.75,5.75,3.667
301,1,21,2,1,2,3,1,0,1,0,1,5,6,5,5,2,1,1,2,4,5,5,5,2,4,3,2,3,4,4,4,5,5,5,5,6,6,7,6,4,4,5,5,5,5,4,5.25,1.5,4.75,2.75,3.75,5.0,6.25,4.5,4.667
302,0,20,1,1,1,3,1,1,0,0,2,5,5,4,3,1,2,1,2,4,6,3,4,4,5,4,4,4,2,4,4,5,6,6,5,3,3,4,5,3,7,5,5,6,4,7,4.25,1.5,4.25,4.25,3.5,5.5,3.75,5.0,5.667
303,0,21,2,1,3,1,1,0,0,0,2,7,7,6,5,6,6,5,4,4,4,4,5,3,3,2,4,4,2,3,5,2,3,1,3,3,5,5,4,5,5,4,5,5,6,5,6.25,5.25,4.25,3.0,3.5,2.25,4.25,4.75,5.333
304,0,28,3,0,2,1,1,1,0,1,2,5,3,4,3,1,1,1,1,4,5,6,4,7,6,6,7,1,2,1,2,5,4,5,2,5,5,2,4,6,4,7,5,4,4,5,3.75,1.0,4.75,6.5,1.5,4.0,4.0,5.5,4.333
305,0,19,1,1,1,1,1,0,1,0,1,6,7,6,6,3,4,4,2,5,4,6,6,6,5,5,6,5,5,5,3,4,4,4,4,6,7,6,7,4,4,2,4,3,4,3,6.25,3.25,5.25,5.5,4.5,4.0,6.5,3.5,3.333
306,0,23,2,0,4,4,1,1,0,1,2,6,3,4,4,7,7,7,7,4,5,5,4,4,6,4,5,5,3,3,3,6,4,6,6,5,4,5,6,6,5,5,7,6,6,5,4.25,7.0,4.5,4.75,3.5,5.5,5.0,5.75,5.667
307,1,22,2,0,5,2,1,1,0,0,3,5,5,4,5,4,3,3,3,5,3,5,6,7,7,6,5,3,3,3,4,5,7,5,5,5,5,5,6,2,3,5,4,6,6,7,4.75,3.25,4.75,6.25,3.25,5.5,5.25,3.5,6.333
308,1,22,2,0,1,2,0,1,0,0,2,4,4,5,4,1,3,3,3,5,6,7,5,2,2,1,3,4,2,2,4,6,6,7,5,3,3,2,2,5,6,5,4,5,4,6,4.25,2.5,5.75,2.0,3.0,6.0,2.5,5.0,5.0
309,0,20,1,0,5,1,1,1,0,0,1,4,6,4,4,3,3,3,3,5,4,5,5,7,7,4,4,3,3,3,2,6,4,6,5,6,7,7,7,6,7,7,5,6,6,7,4.5,3.0,4.75,5.5,2.75,5.25,6.75,6.25,6.333
310,1,24,3,1,2,3,1,0,0,0,3,4,5,5,4,4,3,4,4,6,4,6,5,3,4,1,3,3,3,4,3,6,5,4,4,3,4,4,5,5,7,5,6,5,4,5,4.5,3.75,5.25,2.75,3.25,4.75,4.0,5.75,4.667
311,1,24,3,0,2,4,0,0,0,0,1,5,5,6,5,5,6,4,4,4,4,6,5,4,4,4,4,4,5,5,6,5,7,7,7,6,6,6,7,3,2,3,2,3,4,5,5.25,4.75,4.75,4.0,5.0,6.5,6.25,2.5,4.0
312,1,22,2,0,1,3,0,0,0,0,2,6,6,6,5,5,5,5,4,1,3,3,2,3,5,3,5,4,3,6,4,7,7,6,7,7,7,5,6,4,3,4,2,5,5,4,5.75,4.75,2.25,4.0,4.25,6.75,6.25,3.25,4.667
313,1,22,2,1,5,3,0,1,1,0,2,5,5,5,5,2,2,3,1,6,6,6,6,6,5,5,6,3,2,3,3,5,3,4,4,4,5,5,5,4,5,5,4,6,6,6,5.0,2.0,6.0,5.5,2.75,4.0,4.75,4.5,6.0
